,permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
29937,/organization/ocarina-technologies,Ocarina Technologies,http://www.ocarinatech.com,|Software|, Software ," 3,000,000 ",acquired,USA,CA,SF Bay Area,San Jose,1.0,,,,,2009-11-23,2009-11-23
48091,/organization/wyzant-com,WyzAnt.com,http://www.wyzant.com,|Music Education|Tutoring|Service Providers|Marketplaces|Education|Curated Web|, Education ," 21,500,000 ",operating,USA,IL,Chicago,Chicago,1.0,2005-09-21,2005-09,2005-Q3,2005.0,2013-12-17,2013-12-17
48151,/organization/xcell-medical,Xcell Medical,,,," 165,500 ",operating,USA,FL,Ft. Lauderdale,Pompano Beach,1.0,2014-06-25,2014-06,2014-Q2,2014.0,2014-06-09,2014-06-09
2236,/organization/american-health-supplies,American Health Supplies,http://www.ahsionline.com/Default.asp,|Pharmaceuticals|Medical|, Pharmaceuticals , -   ,operating,USA,TX,Austin,Austin,1.0,1990-12-17,1990-12,1990-Q4,1990.0,2012-02-08,2012-02-08
39885,/organization/sparkwords,SparkWords,http://sparkwords.com,|Curated Web|, Curated Web ," 5,000,000 ",operating,USA,WA,Seattle,Seattle,1.0,,,,,2008-09-08,2008-09-08
2839,/organization/applied-bioresearch,Applied Bioresearch,http://www.appliedbioresearch.co,|Biotechnology|, Biotechnology ," 250,000 ",operating,USA,UT,Salt Lake City,Draper,1.0,,,,,2012-09-07,2012-09-07
9204,/organization/coh,COH,http://coh.ca,|Biotechnology|, Biotechnology ," 7,198,601 ",operating,USA,CA,San Diego,San Diego,2.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-02-28,2011-12-21
9564,/organization/concerntrak,ConcernTrak,http://www.concerntrak.com,|Web Development|Startups|Enterprise Software|, Enterprise Software ," 40,000 ",operating,USA,VA,Richmond,Richmond,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2011-07-21,2011-07-21
8482,/organization/civis-analytics,Civis Analytics,http://www.civisanalytics.com/,|Big Data Analytics|, Big Data Analytics , -   ,operating,USA,IL,Chicago,Chicago,1.0,2013-04-01,2013-04,2013-Q2,2013.0,2013-04-01,2013-04-01
16172,/organization/fromlab,Fromlab,http://www.fromlab.com,|Product Design|Design|Crowdfunding|, Design , -   ,operating,,,,,1.0,,,,,2013-06-03,2013-06-03
24366,/organization/liveninja,LiveNinja,http://www.liveninja.com,|Social Network Media|Social Media|Education|E-Commerce|Video Chat|Messaging|, Video Chat ," 1,000,000 ",operating,USA,FL,Miami,Miami,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-12-07,2014-03-31
18194,/organization/guess-your-songs,Guess Your Songs,http://www.guessyoursongs.com,|Games|, Games ," 125,000 ",operating,USA,CO,Denver,Erie,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-12-19,2011-12-19
15866,/organization/forensic-logic,Forensic Logic,http://www.forensiclogic.com,,," 2,007,959 ",operating,USA,CA,SF Bay Area,Walnut Creek,2.0,2003-01-01,2003-01,2003-Q1,2003.0,2009-05-07,2013-07-14
48599,/organization/yola,Yola,http://www.yola.com,|Networking|Internet|Small and Medium Businesses|Curated Web|, Small and Medium Businesses ," 25,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,2.0,2007-03-01,2007-03,2007-Q1,2007.0,2007-11-01,2009-02-17
39544,/organization/solopower,SoloPower,http://www.solopower.com,|Clean Technology|, Clean Technology ," 458,089,999 ",operating,USA,CA,SF Bay Area,San Jose,10.0,2005-01-01,2005-01,2005-Q1,2005.0,2007-03-05,2012-10-15
4008,/organization/avior-computing,Avior Computing,http://www.aviorcomputing.com,|Software|, Software ," 2,740,000 ",operating,USA,NH,"Manchester, New Hampshire",Nashua,1.0,,,,,2010-09-03,2010-09-03
9835,/organization/conversion-innovations,Conversion Innovations,http://conversioninnovations.com,|Advertising|, Advertising ," 750,000 ",operating,USA,MA,Boston,Boston,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2012-07-06,2012-07-06
21835,/organization/jackpot-rewards,JackPot Rewards,http://www.jackpotrewards.com,|Gambling|Curated Web|, Curated Web ," 16,700,000 ",closed,USA,MA,Boston,Newton,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2008-02-01,2008-02-01
33579,/organization/probe-scientific,Probe Scientific,http://www.probescientific.com,|Health Care|, Health Care ," 1,600,000 ",operating,GBR,,Coventry,Coventry,1.0,1998-01-01,1998-01,1998-Q1,1998.0,2009-10-01,2009-10-01
21953,/organization/jelly-button-games,Jelly Button Games,http://www.jellybtn.com,|Social Games|, Social Games ," 1,500,000 ",operating,ISR,,Tel Aviv,Tel Aviv,1.0,2011-09-09,2011-09,2011-Q3,2011.0,2013-11-01,2013-11-01
45212,/organization/urban-gentleman,Urban Gentleman,http://www.urbangentleman.com,|Fashion|, Fashion ," 106,600 ",operating,ESP,,Barcelona,Barcelona,1.0,2012-11-05,2012-11,2012-Q4,2012.0,2013-02-15,2013-02-15
40045,/organization/spinifex-pharmaceuticals,Spinifex Pharmaceuticals,http://www.spinifexpharma.com.au,|Biotechnology|, Biotechnology ," 64,000,000 ",operating,GBR,,Preston,Preston,2.0,2005-06-01,2005-06,2005-Q2,2005.0,2011-08-23,2014-04-10
17202,/organization/glasshouse-international,Glasshouse International,http://www.glasshouse.us.com,|Consulting|, Consulting , -   ,operating,USA,VA,"Washington, D.C.",Vienna,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2012-10-15,2012-10-15
39536,/organization/solle-naturals,Solle Naturals,http://sollenaturals.com,,," 100,000 ",operating,USA,UT,Salt Lake City,Pleasant Grove,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-12-28,2011-12-28
50638,,,,,,,,,,,,,,,,,,
7081,/organization/canopy-financial,Canopy Financial,http://www.canopyfi.com,|Finance|, Finance ," 89,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,4.0,2004-01-01,2004-01,2004-Q1,2004.0,2008-01-01,2009-10-01
16895,/organization/georama,Georama,http://www.georama.com,|Video Streaming|Online Travel|SaaS|Travel|, Online Travel ," 825,000 ",operating,USA,IL,Chicago,Chicago,3.0,,,,,2011-12-31,2013-11-08
40863,/organization/streamit,streamit,http://streamit.tv,|Storage|E-Commerce|Video Streaming|Media|Video|Games|, Storage ," 482,602 ",operating,USA,OR,Eugene,Bend,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2010-08-31,2011-05-19
8038,/organization/chefmarket-ru,Chefmarket.ru,http://chefmarket.ru,|E-Commerce|, E-Commerce , -   ,operating,RUS,,Moscow,Moscow,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-12-15,2013-12-15
3192,/organization/ariagora,Ariagora,,,," 15,000 ",operating,USA,TN,Chattanooga,Chattanooga,1.0,,,,,2012-06-01,2012-06-01
21701,/organization/itok,iTOK,http://www.itok.net,|Information Technology|, Information Technology ," 20,000,000 ",operating,USA,UT,Salt Lake City,Lehi,2.0,2004-01-01,2004-01,2004-Q1,2004.0,2013-12-06,2014-07-24
42247,/organization/teespring,Teespring,http://Teespring.com,|E-Commerce|, E-Commerce ," 56,875,000 ",operating,USA,RI,Providence,Providence,4.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-02-01,2014-11-18
48841,/organization/zakazaka,Zakazaka,http://zakazaka.ru/,,," 1,000,000 ",,,,,,1.0,,,,,2013-06-01,2013-06-01
13665,/organization/enomaly,Enomaly,http://www.enomaly.com,|Utilities|Cloud Computing|Software|, Utilities , -   ,acquired,CAN,ON,Etobicoke,Etobicoke,1.0,2004-01-19,2004-01,2004-Q1,2004.0,2009-09-14,2009-09-14
5335,/organization/biotie-therapies,Biotie Therapies,http://www.biotie.com,|Biotechnology|, Biotechnology ," 145,750,000 ",operating,TUR,,TUR - Other,Finans,2.0,,,,,2013-06-26,2014-07-09
18416,/organization/hansoft,Hansoft,http://www.hansoft.com,|Document Management|Career Management|Tracking|Health and Wellness|Software|, Tracking ," 10,000,000 ",operating,SWE,,Stockholm,Uppsala,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2014-06-30,2014-06-30
23772,/organization/shoptutors,Lendedu.com,http://www.lendedu.com,|Real Time|, Real Time ," 20,000 ",operating,USA,IA,Cedar Rapids,Cedar Rapids,1.0,2014-01-01,2014-01,2014-Q1,2014.0,2014-08-05,2014-08-05
25415,/organization/mapr-technologies,MapR Technologies,http://www.mapr.com,|Big Data Analytics|Enterprises|Big Data|Open Source|Software|Cloud Computing|Analytics|, Big Data Analytics ," 173,999,994 ",operating,USA,CA,SF Bay Area,San Jose,5.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-07-22,2014-06-30
3947,/organization/avazu-inc,Avazu Inc,http://avazudsp.net,|Mobile|Performance Marketing|Auctions|Internet Marketing|Advertising|, Mobile ," 48,000,000 ",operating,CHN,,Shanghai,Shanghai,1.0,2009-10-01,2009-10,2009-Q4,2009.0,2014-03-04,2014-03-04
32326,/organization/pie-digital,Pie Digital,http://www.nethero.com,|Networking|Internet of Things|Consumer Internet|Apps|Mobile Software Tools|, Internet of Things ," 48,076,094 ",operating,USA,CA,SF Bay Area,Palo Alto,7.0,2007-01-01,2007-01,2007-Q1,2007.0,2008-09-01,2013-12-18
35711,/organization/rethink-robotics,Rethink Robotics,http://www.Rethinkrobotics.com,|Robotics|Manufacturing|, Robotics ," 73,500,350 ",operating,USA,MA,Boston,Boston,5.0,2008-01-01,2008-01,2008-Q1,2008.0,2008-08-21,2013-11-01
51116,,,,,,,,,,,,,,,,,,
8777,/organization/clip-interactive,Clip Interactive,http://clipradio.com,|Software|, Software ," 7,150,000 ",operating,USA,CO,Denver,Boulder,3.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-07-25,2014-02-14
27057,/organization/mobile-broadcast-network,Mobile Broadcast Network,http://mbn.tv,|News|, News ," 1,111,200 ",operating,USA,CA,SF Bay Area,San Francisco,2.0,,,,,2011-12-01,2012-05-25
16811,/organization/genoa-color-technologies,Genoa Color Technologies,,|Hardware + Software|, Hardware + Software ," 5,000,000 ",operating,ISR,,Tel Aviv,Hod Hasharon,1.0,,,,,2005-06-17,2005-06-17
43815,/organization/tradesparq,Tradesparq,http://www.tradesparq.com,|Wholesale|Shipping|Trading|E-Commerce|B2B|Social Commerce|Social Media|, Wholesale ," 500,000 ",operating,CHN,,Shanghai,Shanghai,2.0,2010-01-01,2010-01,2010-Q1,2010.0,2012-04-12,2012-07-16
25753,/organization/mcomms-tv,MComms TV,http://www.mcommstv.com,|Software|, Software ," 285,000 ",operating,AUS,,Melbourne,Melbourne,1.0,2006-03-26,2006-03,2006-Q1,2006.0,2008-06-17,2008-06-17
39265,/organization/social-median,Social Median,http://www.socialmedian.com,|Curated Web|, Curated Web ," 560,000 ",acquired,USA,NY,New York City,New York,1.0,,,,,2008-03-07,2008-03-07
52721,,,,,,,,,,,,,,,,,,
42828,/organization/the-north-alliance,The North Alliance,http://thenorthalliance.com,,, -   ,operating,,,,,1.0,,,,,2014-01-21,2014-01-21
30417,/organization/online-agility,Online Agility,http://www.onlineagility.com,|Entrepreneur|, Entrepreneur , -   ,operating,AUS,,Sydney,Sydney,1.0,,,,,2006-01-01,2006-01-01
43500,/organization/tok-tok-tok,tok tok tok,http://toktoktok.com,|Mobile|Retail|Consumer Goods|, Consumer Goods ," 2,000,000 ",operating,FRA,,Franche-Comte,,1.0,,,,,2014-01-22,2014-01-22
8984,/organization/club-scene-network,Club Scene Network,http://www.ClubSceneNetwork.com,|Mobile|SMS|Events|Hospitality|Nightclubs|Social Network Media|Fashion|Entertainment|Nightlife|Games|, Nightlife ," 225,000 ",closed,,,,,1.0,2004-02-10,2004-02,2004-Q1,2004.0,2005-02-01,2005-02-01
30998,/organization/outfittery,Outfittery,http://www.outfittery.com,|Fashion|, Fashion ," 16,725,800 ",operating,,,,,3.0,2012-04-19,2012-04,2012-Q2,2012.0,2012-06-13,2014-02-17
34808,/organization/rapid-micro-biosystems,Rapid Micro Biosystems,http://www.rapidmicrobio.com,|Biotechnology|, Biotechnology ," 66,401,413 ",operating,USA,MA,Boston,Bedford,5.0,2006-01-01,2006-01,2006-Q1,2006.0,2009-08-06,2014-04-11
5893,/organization/body-soul,Body & Soul,http://www.bodyandsoul.me,,," 960,000 ",operating,,,,,1.0,,,,,2011-04-01,2011-04-01
20725,/organization/innovative-mobile-technologies,Innovative Mobile Technologies,,|Smart Building|Home Automation|, Smart Building , -   ,operating,USA,AR,Fayetteville,Fayetteville,1.0,2009-02-01,2009-02,2009-Q1,2009.0,2009-03-05,2009-03-05
16092,/organization/frenting,frenting,http://www.frenting.com,|Curated Web|, Curated Web ," 27,500 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2010-04-07,2010-04-07
10470,/organization/crown-bioscience,Crown Bioscience,http://www.crownbio.com,|Biotechnology|, Biotechnology ," 55,350,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2.0,,,,,2011-05-04,2014-05-15
6199,/organization/brainient,Brainient,http://www.brainient.com,|Mobile|Startups|Video|Advertising|, Mobile ," 2,650,000 ",operating,GBR,,London,London,3.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-09-25,2012-01-15
38632,/organization/sitemasher,Sitemasher,http://www.sitemasher.com,|SaaS|Enterprise Software|, SaaS ," 4,640,537 ",acquired,USA,FL,Miami,Coral Gables,2.0,2007-12-01,2007-12,2007-Q4,2007.0,2007-12-01,2008-11-01
5065,/organization/bigtincan,bigtincan,http://www.bigtincan.com,|Mobile|, Mobile ," 5,000,000 ",operating,USA,MA,Boston,Boston,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2014-02-21,2014-02-21
34033,/organization/pulsesocks,PulseSocks,http://www.pulsesocks.com,|E-Commerce|, E-Commerce ," 40,000 ",operating,USA,IL,Chicago,Chicago,1.0,2011-03-01,2011-03,2011-Q1,2011.0,2011-12-06,2011-12-06
25714,/organization/maz,MAZ,http://www.mazdigital.com,|iPad|Publishing|Mobile|, Mobile ," 1,000,000 ",operating,USA,NY,New York City,New York,3.0,2010-07-01,2010-07,2010-Q3,2010.0,2012-11-14,2013-08-01
22201,/organization/beijing-joysee-interaction-science-and-technology-co-ltd,JOYsee Interaction Science and Technology,http://www.joyseetv.com,|Enterprise Software|, Enterprise Software ," 7,342,309 ",operating,CHN,,Beijing,Beijing,1.0,,,,,2011-08-01,2011-08-01
9614,/organization/confluent,Confluent,http://confluent.io/,|Technology|, Technology ," 6,900,000 ",operating,USA,CA,SF Bay Area,Mountain View,1.0,,,,,2014-11-06,2014-11-06
22060,/organization/jnj-mobile,JNJ Mobile,http://www.jnjmobile.com,|Mobile|, Mobile ," 7,500,000 ",operating,USA,MA,Boston,Boston,2.0,2005-01-01,2005-01,2005-Q1,2005.0,2008-01-28,2010-09-23
39683,/organization/sorbent-green,Sorbent Green,http://www.sorbentgreen.com/,|Manufacturing|, Manufacturing ," 200,000 ",operating,USA,SC,SC - Other,Aiken,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2014-07-14,2014-07-14
19110,/organization/hitfox-group,HitFox Group,http://www.hitfoxgroup.com,|Big Data Analytics|Mobile Games|Advertising|Big Data|Internet|Mobile|Incubators|Startups|Games|, Mobile Games , -   ,operating,DEU,,Berlin,Berlin,1.0,2011-05-01,2011-05,2011-Q2,2011.0,2011-06-01,2011-06-01
42258,/organization/tehuti-networks,Tehuti Networks,http://www.tehutinetworks.net,|Semiconductors|, Semiconductors ," 4,200,000 ",operating,ISR,,Tel Aviv,Herzliya,2.0,2003-01-01,2003-01,2003-Q1,2003.0,2005-06-06,2008-02-08
14367,/organization/ewings-com,eWings.com,http://www.ewings.com,|Search|Travel|, Travel , -   ,operating,DEU,,Berlin,Berlin,1.0,2013-08-01,2013-08,2013-Q3,2013.0,2014-01-14,2014-01-14
4874,/organization/bestowed,Bestowed,http://www.bestowed.com,|Nutrition|Fitness|Health and Wellness|E-Commerce|, Nutrition ," 75,000 ",operating,USA,NY,New York City,New York,1.0,2012-06-01,2012-06,2012-Q2,2012.0,2013-04-01,2013-04-01
54058,,,,,,,,,,,,,,,,,,
23637,/organization/leaneco,Leaneco,http://leaneco.dk,|Games|, Games , -   ,operating,DNK,,Kolding,Kolding,1.0,,,,,2011-11-01,2011-11-01
23347,/organization/la-jolla-pharmaceutical-co,La jolla Pharmaceutical,http://ljpc.com,|Biotechnology|, Biotechnology ," 22,939,713 ",operating,USA,CA,San Diego,San Diego,2.0,,,,,2011-04-18,2013-10-09
6428,/organization/brightview-systems,BrightView Systems,http://www.brightview-sys.com,|Clean Technology|, Clean Technology ," 6,000,000 ",closed,ISR,,Tel Aviv,Petah Tiqva,1.0,,,,,2009-01-01,2009-01-01
21158,/organization/internet-broadcasting,Internet Broadcasting,http://www.ibsys.com,|Curated Web|, Curated Web ," 500,000 ",acquired,USA,MN,Minneapolis,Saint Paul,1.0,1996-01-01,1996-01,1996-Q1,1996.0,2012-04-10,2012-04-10
7886,/organization/chailabs,Chai Labs,http://www.chailabs.com,|Software|, Software ," 1,100,000 ",acquired,USA,CA,SF Bay Area,Mountain View,2.0,,,,,2009-10-06,2009-10-06
26088,/organization/meetcute,MeetCute,http://meetcute.org,|Match-Making|Sex|Entertainment|Social Media|, Social Media ," 25,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2012-04-01,2012-04,2012-Q2,2012.0,2012-04-01,2012-04-01
9864,/organization/cookapp,Cookapp,http://www.cookapp.com,|Marketplaces|Curated Web|, Marketplaces ," 25,000 ",operating,USA,NY,New York City,New York,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-03-01,2014-03-01
20685,/organization/innopad,InnoPad,http://innopad.com,|Semiconductors|, Semiconductors ," 15,331,225 ",operating,USA,MA,Boston,Peabody,5.0,2006-01-01,2006-01,2006-Q1,2006.0,2009-09-25,2012-07-26
19101,/organization/hit-systems,Hit Systems,http://www.hitsystems.com,|Virtualization|SaaS|Cloud Computing|Information Services|Enterprise Software|, Cloud Computing ," 125,000 ",closed,USA,FL,Orlando,Altamonte Springs,1.0,2008-09-01,2008-09,2008-Q3,2008.0,2008-09-01,2008-09-01
25650,/organization/matthew-walker-comprehensive-health-center,Matthew Walker Comprehensive Health Center,http://mwchc.org,|Nonprofits|, Nonprofits ," 173,210 ",operating,USA,TN,Nashville,Nashville,1.0,1968-01-01,1968-01,1968-Q1,1968.0,2014-02-12,2014-02-12
21968,/organization/jenu-biosciences,JeNu Biosciences,,|Hardware + Software|, Hardware + Software ," 4,898,097 ",operating,USA,WA,Seattle,Seattle,4.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-12-13,2014-04-08
13492,/organization/enders-fund,Enders Fund,http://endersfund.com,|Games|, Games , -   ,operating,USA,CA,SF Bay Area,San Francisco,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01
44163,/organization/trigemina,Trigemina,http://www.trigemina.com,|Biotechnology|, Biotechnology ," 5,204,967 ",operating,USA,CA,SF Bay Area,Moraga,3.0,2006-01-01,2006-01,2006-Q1,2006.0,2009-12-23,2013-06-17
44959,/organization/unicotrip,Unicotrip,http://www.unicotrip.com,|Travel|, Travel ," 20,000 ",operating,ARG,,Buenos Aires,Buenos Aires,1.0,2011-07-01,2011-07,2011-Q3,2011.0,2013-11-19,2013-11-19
25003,/organization/lytics,Lytics,http://www.getlytics.com,|Predictive Analytics|Data Integration|Internet Marketing|Analytics|Software|, Predictive Analytics ," 9,300,000 ",operating,USA,OR,"Portland, Oregon",Portland,4.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-10-08,2014-10-22
47161,/organization/webpesados,WebPesados,http://www.webpesados.com.br,|E-Commerce|, E-Commerce ," 4,000,000 ",operating,BRA,,Sao Paulo,São Paulo,1.0,2009-07-03,2009-07,2009-Q3,2009.0,2009-07-03,2009-07-03
49283,/organization/zoobean,Zoobean,http://www.zoobean.com,|Curated Web|, Curated Web ," 1,242,619 ",operating,USA,VA,"Washington, D.C.",Arlington,3.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-06-11,2014-04-23
23817,/organization/lessno,Lessno,http://www.lessno.com,|Travel|, Travel ," 6,100,000 ",operating,,,,,2.0,,,,,2007-07-23,2009-06-12
626,/organization/acamica,Acamica,http://www.acamica.com,|Entrepreneur|Technology|Education|, Entrepreneur ," 131,568 ",operating,ARG,,Buenos Aires,Buenos Aires,2.0,2012-07-01,2012-07,2012-Q3,2012.0,2013-10-01,2014-01-01
39406,/organization/softech,SofTech,http://www.softech.com,|Software|, Software ," 1,946,765 ",operating,USA,MA,Boston,Lowell,3.0,,,,,2011-03-14,2014-06-26
47190,/organization/webvisible,WebVisible,http://www.webvisible.com,|Local Advertising|Internet Marketing|Advertising|Sales and Marketing|Software|, Local Advertising ," 37,000,000 ",operating,USA,CA,CA - Other,Playa Vista,3.0,2001-01-01,2001-01,2001-Q1,2001.0,2005-09-01,2010-02-11
17940,/organization/greenside-holdings,Greenside Holdings,,,, -   ,operating,KHM,,Phnom Penh,Phnom Penh,1.0,,,,,2009-05-01,2009-05-01
37417,/organization/sekai-lab,Sekai Lab,http://www.sekai-lab.com/,|Social Media|Application Platforms|Crowdsourcing|, Crowdsourcing ," 1,200,000 ",operating,JPN,,Tokyo,Tokyo,1.0,,,,,2014-08-14,2014-08-14
45875,/organization/veset,Veset,http://veset.tv,|Broadcasting|SaaS|, Broadcasting ," 1,000,000 ",,,,,,1.0,2011-02-01,2011-02,2011-Q1,2011.0,2013-11-01,2013-11-01
19364,/organization/houdini-inc,"Houdini, Inc.",http://houdiniapp.com,|Enterprise Software|, Enterprise Software ," 65,000 ",operating,USA,PA,Philadelphia,Philadelphia,2.0,,,,,2012-06-04,2013-08-23
34516,/organization/quill-2,Quill,http://quill.org,|Education|Human Computer Interaction|Text Analytics|Language Learning|, Text Analytics ," 200,000 ",operating,USA,NY,NY - Other,Queens,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-05-16,2014-05-16
30131,/organization/olaworks,Olaworks,http://www.olaworks.com,|Software|, Software ," 4,000,000 ",acquired,KOR,,Seoul,Seoul,1.0,2006-01-11,2006-01,2006-Q1,2006.0,2007-01-09,2007-01-09
13708,/organization/entegreat,EnteGreat,http://www.entegreat.com,|Enterprise Software|, Enterprise Software , -   ,acquired,USA,AL,Birmingham,Birmingham,1.0,2000-01-01,2000-01,2000-Q1,2000.0,2013-03-08,2013-03-08
51061,,,,,,,,,,,,,,,,,,
37536,/organization/senergen-devices,Senergen Devices,http://www.senergendevices.com,|Clean Technology|, Clean Technology ," 2,500,000 ",closed,USA,CA,SF Bay Area,Fremont,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2008-05-20,2008-05-20
47471,/organization/white-mountain-tactical,White Mountain Tactical,http://www.whitemountaintactical.com,|Sports|, Sports , -   ,operating,USA,NH,"Manchester, New Hampshire",Bedford,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-12-30,2013-12-30
45593,/organization/vcharge,VCharge,http://www.vcharge-energy.com,|Clean Technology|, Clean Technology ," 4,420,000 ",operating,USA,RI,Providence,Providence,5.0,2009-11-01,2009-11,2009-Q4,2009.0,2010-12-23,2013-10-18
35651,/organization/restalo-es,Restalo,http://restalo.es,|Hotels|Internet|Hospitality|, Hotels ," 11,446,000 ",operating,ESP,,Barcelona,Barcelona,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-06-02,2013-09-17
28889,/organization/neuronation-de,NeuroNation.de,http://www.neuronation.de,|Online Gaming|Health and Wellness|, Online Gaming ," 2,131,856 ",acquired,,,,,2.0,2011-07-01,2011-07,2011-Q3,2011.0,2011-11-01,2013-12-19
2304,/organization/amity,Amity,http://www.getamity.com,|Customer Service|Advertising|SaaS|Sales and Marketing|Software|, Software ," 100,000 ",operating,CAN,ON,Toronto,Toronto,1.0,,,,,2014-06-30,2014-06-30
50116,,,,,,,,,,,,,,,,,,
16828,/organization/genomind,Genomind,http://www.genomind.com,|Biotechnology|, Biotechnology ," 5,000,000 ",operating,USA,PA,Philadelphia,Chalfont,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2014-04-09,2014-04-09
16863,/organization/geodelic-systems,Geodelic Systems,http://www.geodelic.com,|Mobile|, Mobile ," 11,253,082 ",operating,USA,CA,Los Angeles,Los Angeles,4.0,2008-01-01,2008-01,2008-Q1,2008.0,2008-12-01,2010-09-23
51898,,,,,,,,,,,,,,,,,,
14984,/organization/crazy-parrot-labs,Faveous,http://faveous.com,|Video Streaming|Twitter Applications|Web Tools|Curated Web|, Curated Web ," 170,000 ",operating,FRA,,Paris,Paris,1.0,2010-11-01,2010-11,2010-Q4,2010.0,2011-06-09,2011-06-09
12604,/organization/eagle-creek-renewable-energy,Eagle Creek Renewable Energy,http://eaglecreekre.com,|Clean Technology|, Clean Technology ," 100,000,000 ",operating,USA,NJ,Newark,Morristown,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2013-09-17,2013-09-17
25358,/organization/manifact,Manifact,http://www.manifact.com,|Consulting|, Consulting ," 47,000 ",operating,,,,,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2008-02-01,2008-02-01
43244,/organization/ticketbiscuit,TicketBiscuit,http://www.ticketbiscuit.com,|Ticketing|Software|, Software , -   ,operating,USA,AL,Birmingham,Birmingham,1.0,2001-01-01,2001-01,2001-Q1,2001.0,2010-12-16,2010-12-16
27510,/organization/moovitapp,Moovit,http://moovitapp.com,|Transportation|Navigation|Crowdsourcing|Public Transportation|, Transportation ," 31,500,000 ",operating,ISR,,Tel Aviv,Ness Ziona,2.0,2011-10-01,2011-10,2011-Q4,2011.0,2012-04-01,2013-12-18
24777,/organization/loyalis,Loyalis,http://loyalis.co,|Social Commerce|E-Commerce|Loyalty Programs|Enterprise Software|, E-Commerce , -   ,operating,SRB,,Belgrade,Belgrade,1.0,2014-01-01,2014-01,2014-Q1,2014.0,2014-06-23,2014-06-23
42310,/organization/telepathy,Telepathy,http://tele-pathy.org,|Hardware + Software|, Hardware + Software ," 5,000,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-09-03,2013-09-03
51103,,,,,,,,,,,,,,,,,,
11346,/organization/delta-data-software,Delta Data Software,http://www.deltadatasoft.com/,|Software|, Software ," 12,679,995 ",operating,USA,GA,"Columbus, Georgia",Columbus,1.0,1985-01-01,1985-01,1985-Q1,1985.0,2014-09-22,2014-09-22
15728,/organization/flywheel-healthcare,Flywheel Healthcare,,|Biotechnology|, Biotechnology ," 1,500,000 ",operating,USA,IN,Indianapolis,Carmel,1.0,,,,,2011-04-27,2011-04-27
66,/organization/1bib,1bib,http://www.1bib.com,|Cars|Curated Web|, Curated Web , -   ,closed,CHN,,Guangzhou,Guangzhou,1.0,2006-01-01,2006-01,2006-Q1,2006.0,2008-02-07,2008-02-07
11084,/organization/datatracker,datatracker,http://datatracker.io,|Analytics|, Analytics ," 16,000 ",closed,ISL,,Reyjavik,Reykjavík,1.0,2012-01-07,2012-01,2012-Q1,2012.0,2012-06-01,2012-06-01
37264,/organization/second-light,Second Light,http://www.2nl.co,|Personal Health|Elder Care|Mobile Health|Health and Wellness|, Personal Health ," 60,000 ",operating,USA,SC,Greenville - Spartanburg,Spartanburg,2.0,2013-02-01,2013-02,2013-Q1,2013.0,2013-02-11,2013-07-16
10058,/organization/corvisacloud,CorvisaCloud,http://www.corvisacloud.com,|Contact Centers|Telecommunications|Software|, Telecommunications ," 30,000,000 ",,USA,WI,Milwaukee,Milwaukee,1.0,2012-11-01,2012-11,2012-Q4,2012.0,2014-06-26,2014-06-26
